track_id,class,x,y,timestamp,proj_x,proj_y
1,chair,952.5,700.5,13.8,396.0,389.0
1,chair,952.5,700.5,13.833333333333334,396.0,389.0
1,chair,952.5,699.5,13.866666666666667,396.0,388.0
1,chair,952.5,700.0,13.9,396.0,388.0
1,chair,952.5,700.5,13.933333333333334,396.0,389.0
1,chair,952.5,701.0,13.966666666666667,396.0,389.0
1,chair,952.5,700.0,14.0,396.0,388.0
1,chair,952.5,700.0,14.033333333333333,396.0,388.0
1,chair,952.5,701.0,14.066666666666666,396.0,389.0
1,chair,952.5,700.0,14.1,396.0,388.0
1,chair,952.5,699.5,14.133333333333333,396.0,388.0
1,chair,952.5,700.5,14.166666666666666,396.0,389.0
1,chair,952.5,700.5,14.2,396.0,389.0
1,chair,952.5,701.0,14.233333333333333,396.0,389.0
1,chair,952.5,699.5,14.266666666666667,396.0,388.0
1,chair,952.5,700.5,14.3,396.0,389.0
1,chair,952.5,701.0,14.333333333333334,396.0,389.0
1,chair,952.5,701.0,14.366666666666667,396.0,389.0
1,chair,952.5,700.0,14.4,396.0,388.0
1,chair,952.5,701.0,14.433333333333334,396.0,389.0
1,chair,952.5,701.5,14.466666666666667,396.0,389.0
1,chair,952.5,700.5,14.5,396.0,389.0
1,chair,952.5,700.0,14.533333333333333,396.0,388.0
1,chair,952.5,700.5,14.566666666666666,396.0,389.0
1,chair,952.5,701.5,14.6,396.0,389.0
1,chair,952.5,700.5,14.633333333333333,396.0,389.0
1,chair,952.5,699.5,14.666666666666666,396.0,388.0
1,chair,952.5,700.5,14.7,396.0,389.0
1,chair,952.5,701.0,14.733333333333333,396.0,389.0
1,chair,952.5,701.0,14.766666666666667,396.0,389.0
1,chair,952.5,699.5,14.8,396.0,388.0
1,chair,953.0,700.5,14.833333333333334,397.0,389.0
1,chair,952.5,701.0,14.866666666666667,396.0,389.0
1,chair,952.0,700.5,14.9,396.0,389.0
1,chair,952.5,700.0,14.933333333333334,396.0,388.0
1,chair,952.5,700.0,14.966666666666667,396.0,388.0
1,chair,952.5,700.5,15.0,396.0,389.0
1,chair,952.5,701.0,15.033333333333333,396.0,389.0
1,chair,952.5,700.0,15.066666666666666,396.0,388.0
1,chair,952.5,700.5,15.1,396.0,389.0
1,chair,952.5,701.0,15.133333333333333,396.0,389.0
1,chair,952.5,701.5,15.166666666666666,396.0,389.0
1,chair,952.5,699.5,15.2,396.0,388.0
1,chair,952.5,700.5,15.233333333333333,396.0,389.0
1,chair,952.5,701.0,15.266666666666667,396.0,389.0
1,chair,952.5,700.5,15.3,396.0,389.0
1,chair,952.5,700.0,15.333333333333334,396.0,388.0
1,chair,952.5,700.0,15.366666666666667,396.0,388.0
1,chair,952.5,701.0,15.4,396.0,389.0
1,chair,952.5,703.0,15.433333333333334,396.0,390.0
1,chair,952.5,702.5,15.466666666666667,396.0,390.0
1,chair,952.5,703.0,15.5,396.0,390.0
1,chair,952.5,703.0,15.533333333333333,396.0,390.0
1,chair,952.5,703.0,15.566666666666666,396.0,390.0
1,chair,952.5,703.0,15.6,396.0,390.0
1,chair,952.5,702.5,15.633333333333333,396.0,390.0
1,chair,952.5,702.5,15.666666666666666,396.0,390.0
1,chair,952.5,702.5,15.7,396.0,390.0
1,chair,952.5,702.5,15.733333333333333,396.0,390.0
1,chair,952.5,702.5,15.766666666666667,396.0,390.0
1,chair,952.5,702.5,15.8,396.0,390.0
1,chair,952.5,702.5,15.833333333333334,396.0,390.0
1,chair,952.5,702.5,15.866666666666667,396.0,390.0
1,chair,952.5,702.5,15.9,396.0,390.0
1,chair,952.5,702.5,15.933333333333334,396.0,390.0
1,chair,952.5,702.5,15.966666666666667,396.0,390.0
1,chair,952.5,702.0,16.0,396.0,390.0
1,chair,952.5,702.5,16.033333333333335,396.0,390.0
1,chair,952.5,702.5,16.066666666666666,396.0,390.0
1,chair,952.5,702.5,16.1,396.0,390.0
1,chair,952.5,702.5,16.133333333333333,396.0,390.0
1,chair,952.5,702.5,16.166666666666668,396.0,390.0
1,chair,952.5,702.5,16.2,396.0,390.0
1,chair,952.5,702.5,16.233333333333334,396.0,390.0
1,chair,952.5,702.5,16.266666666666666,396.0,390.0
1,chair,952.5,702.5,16.3,396.0,390.0
1,chair,952.5,702.5,16.333333333333332,396.0,390.0
1,chair,952.5,702.5,16.366666666666667,396.0,390.0
1,chair,952.5,702.5,16.4,396.0,390.0
1,chair,952.5,702.5,16.433333333333334,396.0,390.0
1,chair,952.5,702.0,16.466666666666665,396.0,390.0
1,chair,952.5,702.5,16.5,396.0,390.0
1,chair,952.5,702.0,16.533333333333335,396.0,390.0
1,chair,952.5,702.5,16.566666666666666,396.0,390.0
1,chair,952.5,702.5,16.6,396.0,390.0
1,chair,952.5,702.5,16.633333333333333,396.0,390.0
1,chair,952.5,702.5,16.666666666666668,396.0,390.0
1,chair,952.5,702.0,16.7,396.0,390.0
1,chair,952.5,702.0,16.733333333333334,396.0,390.0
1,chair,952.5,702.5,16.766666666666666,396.0,390.0
1,chair,952.5,702.5,16.8,396.0,390.0
1,chair,952.5,702.5,16.833333333333332,396.0,390.0
1,chair,952.5,702.5,16.866666666666667,396.0,390.0
1,chair,952.5,702.5,16.9,396.0,390.0
1,chair,952.5,702.5,16.933333333333334,396.0,390.0
1,chair,952.5,702.5,16.966666666666665,396.0,390.0
1,chair,952.5,702.5,17.0,396.0,390.0
1,chair,952.5,702.5,17.033333333333335,396.0,390.0
1,chair,952.5,702.5,17.066666666666666,396.0,390.0
1,chair,952.5,702.5,17.1,396.0,390.0
3,chair,1377.5,726.5,13.8,573.0,403.0
3,chair,1377.5,726.5,13.833333333333334,573.0,403.0
3,chair,1377.5,726.5,13.866666666666667,573.0,403.0
3,chair,1377.5,726.5,13.9,573.0,403.0
3,chair,1377.5,726.5,13.933333333333334,573.0,403.0
3,chair,1377.5,726.5,13.966666666666667,573.0,403.0
3,chair,1377.0,726.5,14.0,573.0,403.0
3,chair,1377.5,726.5,14.033333333333333,573.0,403.0
3,chair,1377.5,726.5,14.066666666666666,573.0,403.0
3,chair,1377.5,726.5,14.1,573.0,403.0
3,chair,1377.5,726.5,14.133333333333333,573.0,403.0
3,chair,1377.5,726.5,14.166666666666666,573.0,403.0
3,chair,1377.5,726.5,14.2,573.0,403.0
3,chair,1377.5,726.5,14.233333333333333,573.0,403.0
3,chair,1377.0,726.5,14.266666666666667,573.0,403.0
3,chair,1377.5,726.5,14.3,573.0,403.0
3,chair,1377.5,726.5,14.333333333333334,573.0,403.0
3,chair,1377.5,726.5,14.366666666666667,573.0,403.0
3,chair,1377.5,726.5,14.4,573.0,403.0
3,chair,1377.5,726.5,14.433333333333334,573.0,403.0
