track_id,class,x,y,timestamp,proj_x,proj_y
1,chair,953.5,704.5,13.8,397.0,391.0
1,chair,954.0,704.0,13.833333333333334,397.0,391.0
1,chair,953.5,704.0,13.866666666666667,397.0,391.0
1,chair,953.5,704.0,13.9,397.0,391.0
1,chair,953.5,704.0,13.933333333333334,397.0,391.0
1,chair,954.0,704.0,13.966666666666667,397.0,391.0
1,chair,953.5,704.5,14.0,397.0,391.0
1,chair,953.5,704.5,14.033333333333333,397.0,391.0
1,chair,954.5,704.0,14.066666666666666,397.0,391.0
1,chair,953.5,704.0,14.1,397.0,391.0
1,chair,953.5,704.0,14.133333333333333,397.0,391.0
1,chair,953.5,704.0,14.166666666666666,397.0,391.0
1,chair,953.5,704.0,14.2,397.0,391.0
1,chair,953.5,704.0,14.233333333333333,397.0,391.0
1,chair,953.5,704.5,14.266666666666667,397.0,391.0
1,chair,953.0,704.5,14.3,397.0,391.0
1,chair,953.0,704.5,14.333333333333334,397.0,391.0
1,chair,953.5,704.5,14.366666666666667,397.0,391.0
1,chair,953.0,706.0,14.4,397.0,392.0
1,chair,953.5,705.5,14.433333333333334,397.0,391.0
1,chair,954.0,703.5,14.466666666666667,397.0,390.0
1,chair,953.5,704.0,14.5,397.0,391.0
1,chair,953.5,704.0,14.533333333333333,397.0,391.0
1,chair,953.0,704.0,14.566666666666666,397.0,391.0
1,chair,953.5,704.5,14.6,397.0,391.0
1,chair,954.0,704.0,14.633333333333333,397.0,391.0
1,chair,954.5,702.5,14.666666666666666,397.0,390.0
1,chair,954.5,702.0,14.7,397.0,390.0
1,chair,953.5,705.5,14.733333333333333,397.0,391.0
1,chair,953.5,703.5,14.766666666666667,397.0,390.0
1,chair,953.5,703.5,14.8,397.0,390.0
1,chair,954.5,704.5,14.833333333333334,397.0,391.0
1,chair,954.0,702.5,14.866666666666667,397.0,390.0
1,chair,954.0,702.5,14.9,397.0,390.0
1,chair,954.0,702.5,14.933333333333334,397.0,390.0
1,chair,954.0,702.5,14.966666666666667,397.0,390.0
1,chair,953.5,705.0,15.0,397.0,391.0
1,chair,953.5,704.5,15.033333333333333,397.0,391.0
1,chair,953.5,705.0,15.066666666666666,397.0,391.0
1,chair,953.5,706.0,15.1,397.0,392.0
1,chair,953.5,706.0,15.133333333333333,397.0,392.0
1,chair,954.0,702.0,15.166666666666666,397.0,390.0
1,chair,954.0,702.5,15.2,397.0,390.0
1,chair,954.0,703.0,15.233333333333333,397.0,390.0
1,chair,953.5,703.5,15.266666666666667,397.0,390.0
1,chair,953.5,704.5,15.3,397.0,391.0
1,chair,953.5,704.5,15.333333333333334,397.0,391.0
1,chair,953.5,705.0,15.366666666666667,397.0,391.0
1,chair,954.0,702.5,15.4,397.0,390.0
1,chair,953.5,702.5,15.433333333333334,397.0,390.0
1,chair,953.5,707.0,15.466666666666667,397.0,392.0
1,chair,953.5,705.0,15.5,397.0,391.0
1,chair,953.5,704.5,15.533333333333333,397.0,391.0
1,chair,953.5,706.0,15.566666666666666,397.0,392.0
1,chair,953.5,707.5,15.6,397.0,393.0
1,chair,954.0,702.5,15.633333333333333,397.0,390.0
1,chair,954.0,702.5,15.666666666666666,397.0,390.0
1,chair,953.0,707.5,15.7,397.0,393.0
1,chair,953.0,707.5,15.733333333333333,397.0,393.0
1,chair,953.5,704.5,15.766666666666667,397.0,391.0
1,chair,954.0,704.0,15.8,397.0,391.0
1,chair,954.5,704.5,15.833333333333334,397.0,391.0
1,chair,953.5,704.5,15.866666666666667,397.0,391.0
1,chair,954.5,704.5,15.9,397.0,391.0
1,chair,954.5,704.5,15.933333333333334,397.0,391.0
1,chair,954.5,704.0,15.966666666666667,397.0,391.0
1,chair,954.5,704.5,16.0,397.0,391.0
1,chair,953.5,704.5,16.033333333333335,397.0,391.0
1,chair,954.0,704.5,16.066666666666666,397.0,391.0
1,chair,954.0,705.0,16.1,397.0,391.0
1,chair,954.0,704.5,16.133333333333333,397.0,391.0
1,chair,954.0,705.0,16.166666666666668,397.0,391.0
1,chair,954.0,704.5,16.2,397.0,391.0
1,chair,953.5,707.5,16.233333333333334,397.0,393.0
1,chair,954.5,704.0,16.266666666666666,397.0,391.0
1,chair,953.5,704.5,16.3,397.0,391.0
1,chair,953.5,704.5,16.333333333333332,397.0,391.0
1,chair,954.0,704.5,16.366666666666667,397.0,391.0
1,chair,953.0,709.0,16.4,397.0,393.0
1,chair,954.5,702.5,16.433333333333334,397.0,390.0
1,chair,954.0,702.5,16.466666666666665,397.0,390.0
1,chair,954.0,703.0,16.5,397.0,390.0
1,chair,954.0,703.0,16.533333333333335,397.0,390.0
1,chair,954.0,704.0,16.566666666666666,397.0,391.0
1,chair,954.0,704.5,16.6,397.0,391.0
1,chair,954.0,703.0,16.633333333333333,397.0,390.0
1,chair,954.0,703.0,16.666666666666668,397.0,390.0
1,chair,954.0,703.0,16.7,397.0,390.0
1,chair,954.0,703.0,16.733333333333334,397.0,390.0
1,chair,953.5,704.5,16.766666666666666,397.0,391.0
1,chair,954.0,704.0,16.8,397.0,391.0
1,chair,954.0,704.5,16.833333333333332,397.0,391.0
1,chair,954.5,704.0,16.866666666666667,397.0,391.0
1,chair,954.0,703.0,16.9,397.0,390.0
1,chair,954.0,702.5,16.933333333333334,397.0,390.0
1,chair,954.0,703.0,16.966666666666665,397.0,390.0
1,chair,954.5,704.0,17.0,397.0,391.0
1,chair,954.5,704.0,17.033333333333335,397.0,391.0
1,chair,954.0,703.0,17.066666666666666,397.0,390.0
1,chair,954.0,703.0,17.1,397.0,390.0
2,chair,507.0,734.0,13.2,211.0,407.0
2,chair,506.5,733.5,13.233333333333333,211.0,407.0
2,chair,506.5,734.0,13.266666666666667,211.0,407.0
2,chair,506.5,734.0,13.3,211.0,407.0
2,chair,506.5,734.0,13.333333333333334,211.0,407.0
2,chair,506.5,733.5,13.366666666666667,211.0,407.0
2,chair,506.5,734.0,13.4,211.0,407.0
2,chair,506.5,734.0,13.433333333333334,211.0,407.0
2,chair,506.5,731.5,13.466666666666667,211.0,406.0
2,chair,506.5,731.5,13.5,211.0,406.0
2,chair,506.5,731.5,13.533333333333333,211.0,406.0
2,chair,506.5,731.0,13.566666666666666,211.0,406.0
2,chair,506.5,731.5,13.6,211.0,406.0
2,chair,506.5,731.5,13.633333333333333,211.0,406.0
2,chair,506.5,731.0,13.666666666666666,211.0,406.0
2,chair,506.5,731.0,13.7,211.0,406.0
2,chair,506.5,731.5,13.733333333333333,211.0,406.0
2,chair,506.5,731.5,13.766666666666667,211.0,406.0
2,chair,506.5,731.0,13.8,211.0,406.0
2,chair,506.5,731.0,13.833333333333334,211.0,406.0
2,chair,506.5,731.5,13.866666666666667,211.0,406.0
2,chair,506.5,731.5,13.9,211.0,406.0
2,chair,506.5,731.0,13.933333333333334,211.0,406.0
2,chair,506.5,731.0,13.966666666666667,211.0,406.0
2,chair,506.5,731.0,14.0,211.0,406.0
2,chair,506.5,731.0,14.033333333333333,211.0,406.0
2,chair,506.5,731.0,14.066666666666666,211.0,406.0
2,chair,506.5,731.0,14.1,211.0,406.0
2,chair,506.5,731.0,14.133333333333333,211.0,406.0
2,chair,506.5,731.0,14.166666666666666,211.0,406.0
2,chair,506.5,731.0,14.2,211.0,406.0
2,chair,506.5,731.0,14.233333333333333,211.0,406.0
2,chair,506.5,731.5,14.266666666666667,211.0,406.0
2,chair,506.5,731.5,14.3,211.0,406.0
2,chair,506.5,731.0,14.333333333333334,211.0,406.0
2,chair,506.5,731.0,14.366666666666667,211.0,406.0
2,chair,506.5,731.5,14.4,211.0,406.0
2,chair,506.5,731.5,14.433333333333334,211.0,406.0
2,chair,506.5,731.5,14.466666666666667,211.0,406.0
2,chair,506.5,731.5,14.5,211.0,406.0
2,chair,506.5,731.5,14.533333333333333,211.0,406.0
2,chair,506.5,731.5,14.566666666666666,211.0,406.0
2,chair,506.5,731.5,14.6,211.0,406.0
2,chair,506.5,731.5,14.633333333333333,211.0,406.0
2,chair,506.5,731.5,14.666666666666666,211.0,406.0
2,chair,506.5,731.5,14.7,211.0,406.0
2,chair,506.5,731.5,14.733333333333333,211.0,406.0
2,chair,506.5,731.5,14.766666666666667,211.0,406.0
2,chair,506.5,731.5,14.8,211.0,406.0
2,chair,506.5,731.5,14.833333333333334,211.0,406.0
2,chair,506.5,731.5,14.866666666666667,211.0,406.0
2,chair,506.5,731.5,14.9,211.0,406.0
2,chair,506.5,731.5,14.933333333333334,211.0,406.0
2,chair,506.5,731.5,14.966666666666667,211.0,406.0
2,chair,506.5,732.0,15.0,211.0,406.0
2,chair,506.5,732.0,15.033333333333333,211.0,406.0
2,chair,506.5,732.0,15.066666666666666,211.0,406.0
2,chair,506.5,732.0,15.1,211.0,406.0
2,chair,506.5,732.0,15.133333333333333,211.0,406.0
2,chair,506.5,731.5,15.166666666666666,211.0,406.0
2,chair,506.5,731.5,15.2,211.0,406.0
2,chair,506.5,731.5,15.233333333333333,211.0,406.0
2,chair,506.5,731.5,15.266666666666667,211.0,406.0
2,chair,506.5,731.5,15.3,211.0,406.0
2,chair,506.5,731.5,15.333333333333334,211.0,406.0
2,chair,506.5,731.5,15.366666666666667,211.0,406.0
2,chair,506.5,731.5,15.4,211.0,406.0
2,chair,506.5,732.0,15.433333333333334,211.0,406.0
2,chair,506.5,732.0,15.466666666666667,211.0,406.0
2,chair,506.5,732.0,15.5,211.0,406.0
2,chair,506.5,732.0,15.533333333333333,211.0,406.0
2,chair,506.0,732.0,15.566666666666666,210.0,406.0
2,chair,506.0,732.0,15.6,210.0,406.0
2,chair,506.0,731.5,15.633333333333333,210.0,406.0
2,chair,506.0,732.0,15.666666666666666,210.0,406.0
2,chair,506.0,731.5,15.7,210.0,406.0
2,chair,506.0,732.0,15.733333333333333,210.0,406.0
2,chair,506.0,732.0,15.766666666666667,210.0,406.0
2,chair,506.0,733.5,15.8,210.0,407.0
2,chair,506.0,733.0,15.833333333333334,210.0,407.0
2,chair,506.5,733.0,15.866666666666667,211.0,407.0
2,chair,506.5,733.5,15.9,211.0,407.0
2,chair,506.5,734.0,15.933333333333334,211.0,407.0
2,chair,506.0,733.0,15.966666666666667,210.0,407.0
2,chair,505.5,732.0,16.0,210.0,406.0
2,chair,505.5,732.0,16.033333333333335,210.0,406.0
2,chair,505.5,732.0,16.066666666666666,210.0,406.0
2,chair,505.0,733.0,16.1,210.0,407.0
2,chair,505.0,733.0,16.133333333333333,210.0,407.0
2,chair,505.0,733.0,16.166666666666668,210.0,407.0
2,chair,504.0,733.0,16.2,210.0,407.0
2,chair,505.0,732.5,16.233333333333334,210.0,406.0
2,chair,507.5,732.5,16.266666666666666,211.0,406.0
2,chair,509.5,732.5,16.3,212.0,406.0
2,chair,509.5,732.5,16.333333333333332,212.0,406.0
2,chair,509.0,733.5,16.366666666666667,212.0,407.0
2,chair,511.5,732.0,16.4,213.0,406.0
